NIDS LOG INITIALIZED
==================================================
[2026-03-06 20:44:23] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.183 -> DST: 10.0.0.3 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:59:51] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.144 -> DST: 10.0.0.33 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:59:53] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.113 -> DST: 10.0.0.47 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:59:55] PROTOCOL: ICMP | LAYER: Network | SRC: 255.225.29.155 -> DST: 10.0.0.25 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:59:57] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.171 -> DST: 10.0.0.26 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:59:59] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.166 -> DST: 10.0.0.25 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:00:01] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.177 -> DST: 10.0.0.42 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:00:03] PROTOCOL: ICMP | LAYER: Network | SRC: 62.67.132.13 -> DST: 10.0.0.22 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:04] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.167 -> DST: 10.0.0.16 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:00:06] PROTOCOL: ICMP | LAYER: Network | SRC: 179.245.54.66 -> DST: 10.0.0.26 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:08] PROTOCOL: HTTP | LAYER: Application | SRC: 113.170.32.90 -> DST: 10.0.0.34 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:09] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.198 -> DST: 10.0.0.8 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:00:11] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.188 -> DST: 10.0.0.38 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:00:13] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.177 -> DST: 10.0.0.15 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:00:15] PROTOCOL: UDP | LAYER: Transport | SRC: 95.200.65.108 -> DST: 10.0.0.28 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:17] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.186 -> DST: 10.0.0.16 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:00:19] PROTOCOL: UDP | LAYER: Transport | SRC: 139.231.85.172 -> DST: 10.0.0.1 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:20] PROTOCOL: HTTPS | LAYER: Application | SRC: 253.123.245.235 -> DST: 10.0.0.2 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:22] PROTOCOL: TCP | LAYER: Transport | SRC: 19.148.248.174 -> DST: 10.0.0.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:24] PROTOCOL: HTTPS | LAYER: Application | SRC: 227.67.238.20 -> DST: 10.0.0.18 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:25] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.179 -> DST: 10.0.0.33 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:00:27] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.139 -> DST: 10.0.0.14 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:00:29] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.166 -> DST: 10.0.0.9 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:00:31] PROTOCOL: HTTP | LAYER: Application | SRC: 98.187.167.135 -> DST: 10.0.0.24 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:32] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.110 -> DST: 10.0.0.21 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:00:34] PROTOCOL: TCP | LAYER: Transport | SRC: 181.143.243.170 -> DST: 10.0.0.18 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:36] PROTOCOL: HTTPS | LAYER: Application | SRC: 121.102.218.231 -> DST: 10.0.0.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:00:37] PROTOCOL: UDP | LAYER: Transport | SRC: 117.210.219.29 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:07:55] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.120 -> DST: 10.0.0.43 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:07:57] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.128 -> DST: 10.0.0.11 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:07:59] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.143 -> DST: 10.0.0.10 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:01] PROTOCOL: HTTP | LAYER: Application | SRC: 56.94.245.115 -> DST: 10.0.0.6 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:02] PROTOCOL: TCP | LAYER: Transport | SRC: 188.122.166.128 -> DST: 10.0.0.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:04] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.117 -> DST: 10.0.0.41 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:08:06] PROTOCOL: HTTPS | LAYER: Application | SRC: 127.251.138.176 -> DST: 10.0.0.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:07] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.168 -> DST: 10.0.0.46 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:09] PROTOCOL: HTTPS | LAYER: Application | SRC: 110.169.69.236 -> DST: 10.0.0.31 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:10] PROTOCOL: TCP | LAYER: Transport | SRC: 41.125.132.167 -> DST: 10.0.0.9 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:12] PROTOCOL: HTTPS | LAYER: Application | SRC: 136.153.206.200 -> DST: 10.0.0.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:13] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.145 -> DST: 10.0.0.21 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:08:16] PROTOCOL: ICMP | LAYER: Network | SRC: 66.247.181.236 -> DST: 10.0.0.35 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:17] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.200 -> DST: 10.0.0.49 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:08:19] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.133 -> DST: 10.0.0.17 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:21] PROTOCOL: ICMP | LAYER: Network | SRC: 187.141.218.47 -> DST: 10.0.0.43 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:22] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.138 -> DST: 10.0.0.44 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:08:24] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.122 -> DST: 10.0.0.8 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:26] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.141 -> DST: 10.0.0.49 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:08:28] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.165 -> DST: 10.0.0.42 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:29] PROTOCOL: HTTP | LAYER: Application | SRC: 223.27.120.253 -> DST: 10.0.0.39 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:31] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.163 -> DST: 10.0.0.42 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:33] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.124 -> DST: 10.0.0.19 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:08:35] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.100 -> DST: 10.0.0.6 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:08:36] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.113 -> DST: 10.0.0.42 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:08:38] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.116 -> DST: 10.0.0.29 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:08:40] PROTOCOL: HTTPS | LAYER: Application | SRC: 207.234.207.12 -> DST: 10.0.0.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:41] PROTOCOL: HTTP | LAYER: Application | SRC: 233.47.164.22 -> DST: 10.0.0.6 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:43] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.197 -> DST: 10.0.0.12 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:08:45] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.150 -> DST: 10.0.0.22 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:08:46] PROTOCOL: UDP | LAYER: Transport | SRC: 127.27.70.7 -> DST: 10.0.0.13 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:48] PROTOCOL: HTTP | LAYER: Application | SRC: 168.109.195.145 -> DST: 10.0.0.21 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:49] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.175 -> DST: 10.0.0.3 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:51] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.104 -> DST: 10.0.0.12 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:08:53] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.105 -> DST: 10.0.0.24 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:08:55] PROTOCOL: TCP | LAYER: Transport | SRC: 179.38.217.124 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:56] PROTOCOL: HTTPS | LAYER: Application | SRC: 10.95.108.103 -> DST: 10.0.0.44 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:58] PROTOCOL: ICMP | LAYER: Network | SRC: 84.190.31.133 -> DST: 10.0.0.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:08:59] PROTOCOL: TCP | LAYER: Transport | SRC: 92.113.49.135 -> DST: 10.0.0.41 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:01] PROTOCOL: HTTP | LAYER: Application | SRC: 196.201.93.79 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:03] PROTOCOL: ICMP | LAYER: Network | SRC: 51.126.249.36 -> DST: 10.0.0.21 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:04] PROTOCOL: UDP | LAYER: Transport | SRC: 150.223.143.229 -> DST: 10.0.0.39 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:06] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.160 -> DST: 10.0.0.16 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:09:07] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.123 -> DST: 10.0.0.33 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:09:09] PROTOCOL: HTTP | LAYER: Application | SRC: 186.196.126.186 -> DST: 10.0.0.45 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:11] PROTOCOL: UDP | LAYER: Transport | SRC: 20.140.85.178 -> DST: 10.0.0.5 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:12] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.115 -> DST: 10.0.0.2 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:09:14] PROTOCOL: HTTPS | LAYER: Application | SRC: 151.112.135.182 -> DST: 10.0.0.43 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:16] PROTOCOL: HTTP | LAYER: Application | SRC: 30.8.155.131 -> DST: 10.0.0.42 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:17] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.127 -> DST: 10.0.0.28 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:09:19] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.172 -> DST: 10.0.0.3 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:09:21] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.168 -> DST: 10.0.0.9 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:09:22] PROTOCOL: UDP | LAYER: Transport | SRC: 75.116.28.224 -> DST: 10.0.0.40 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:24] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.191 -> DST: 10.0.0.21 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:09:26] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.153 -> DST: 10.0.0.41 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:09:28] PROTOCOL: TCP | LAYER: Transport | SRC: 89.127.161.19 -> DST: 10.0.0.21 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:29] PROTOCOL: ICMP | LAYER: Network | SRC: 134.161.23.36 -> DST: 10.0.0.29 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:31] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.158 -> DST: 10.0.0.35 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:09:32] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.139 -> DST: 10.0.0.18 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:09:34] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.152 -> DST: 10.0.0.10 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:09:36] PROTOCOL: UDP | LAYER: Transport | SRC: 154.203.169.48 -> DST: 10.0.0.13 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:38] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.176 -> DST: 10.0.0.13 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:09:39] PROTOCOL: ICMP | LAYER: Network | SRC: 234.251.73.56 -> DST: 10.0.0.15 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:41] PROTOCOL: ICMP | LAYER: Network | SRC: 62.246.108.165 -> DST: 10.0.0.30 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:42] PROTOCOL: TCP | LAYER: Transport | SRC: 105.76.116.148 -> DST: 10.0.0.46 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:44] PROTOCOL: ICMP | LAYER: Network | SRC: 24.226.161.111 -> DST: 10.0.0.17 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:46] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.139 -> DST: 10.0.0.43 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:09:47] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.147 -> DST: 10.0.0.32 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:09:49] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.171 -> DST: 10.0.0.5 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:09:51] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.192 -> DST: 10.0.0.46 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:09:53] PROTOCOL: HTTPS | LAYER: Application | SRC: 14.218.41.126 -> DST: 10.0.0.18 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:54] PROTOCOL: HTTP | LAYER: Application | SRC: 223.167.147.138 -> DST: 10.0.0.42 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:56] PROTOCOL: UDP | LAYER: Transport | SRC: 105.115.2.202 -> DST: 10.0.0.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:09:57] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.171 -> DST: 10.0.0.22 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:09:59] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.129 -> DST: 10.0.0.9 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:10:01] PROTOCOL: UDP | LAYER: Transport | SRC: 25.159.255.181 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:02] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.115 -> DST: 10.0.0.45 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:10:04] PROTOCOL: TCP | LAYER: Transport | SRC: 139.195.10.82 -> DST: 10.0.0.27 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:06] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.120 -> DST: 10.0.0.6 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:10:07] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.197 -> DST: 10.0.0.46 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:10:09] PROTOCOL: ICMP | LAYER: Network | SRC: 225.169.153.149 -> DST: 10.0.0.34 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:11] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.183 -> DST: 10.0.0.14 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:10:13] PROTOCOL: HTTP | LAYER: Application | SRC: 192.177.190.119 -> DST: 10.0.0.9 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:14] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.150 -> DST: 10.0.0.50 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:10:16] PROTOCOL: UDP | LAYER: Transport | SRC: 89.31.103.142 -> DST: 10.0.0.41 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:17] PROTOCOL: HTTPS | LAYER: Application | SRC: 196.154.160.242 -> DST: 10.0.0.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:19] PROTOCOL: HTTP | LAYER: Application | SRC: 190.66.192.124 -> DST: 10.0.0.15 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:20] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.193 -> DST: 10.0.0.22 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:10:22] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.120 -> DST: 10.0.0.11 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:10:24] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.164 -> DST: 10.0.0.4 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:10:26] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.109 -> DST: 10.0.0.1 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:10:27] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.132 -> DST: 10.0.0.50 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:10:29] PROTOCOL: HTTP | LAYER: Application | SRC: 8.78.0.221 -> DST: 10.0.0.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:31] PROTOCOL: UDP | LAYER: Transport | SRC: 36.117.178.210 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:32] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.166 -> DST: 10.0.0.28 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:10:34] PROTOCOL: HTTPS | LAYER: Application | SRC: 79.16.113.1 -> DST: 10.0.0.16 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:10:35] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.191 -> DST: 10.0.0.40 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:13:31] PROTOCOL: HTTPS | LAYER: Application | SRC: 195.242.14.146 -> DST: 10.0.0.1 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:13:33] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.113 -> DST: 10.0.0.40 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:15:03] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.145 -> DST: 10.0.0.42 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:15:04] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.105 -> DST: 10.0.0.24 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:15:06] PROTOCOL: ICMP | LAYER: Network | SRC: 215.160.178.202 -> DST: 10.0.0.9 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:08] PROTOCOL: HTTPS | LAYER: Application | SRC: 193.188.37.61 -> DST: 10.0.0.50 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:09] PROTOCOL: HTTPS | LAYER: Application | SRC: 52.42.43.58 -> DST: 10.0.0.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:11] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.163 -> DST: 10.0.0.22 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:15:12] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.182 -> DST: 10.0.0.14 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:15:14] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.113 -> DST: 10.0.0.9 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:15:16] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.176 -> DST: 10.0.0.4 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:15:18] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.133 -> DST: 10.0.0.36 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 22:15:19] PROTOCOL: TCP | LAYER: Transport | SRC: 144.210.129.1 -> DST: 10.0.0.44 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:21] PROTOCOL: TCP | LAYER: Transport | SRC: 199.193.147.38 -> DST: 10.0.0.15 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:22] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.107 -> DST: 10.0.0.28 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:15:24] PROTOCOL: HTTP | LAYER: Application | SRC: 57.1.21.81 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:26] PROTOCOL: HTTPS | LAYER: Application | SRC: 180.92.231.90 -> DST: 10.0.0.49 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:27] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.138 -> DST: 10.0.0.2 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:15:29] PROTOCOL: HTTPS | LAYER: Application | SRC: 203.34.90.30 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:30] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.176 -> DST: 10.0.0.7 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:15:32] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.126 -> DST: 10.0.0.6 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:15:34] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.177 -> DST: 10.0.0.18 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:15:35] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.161 -> DST: 10.0.0.28 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:15:37] PROTOCOL: UDP | LAYER: Transport | SRC: 244.40.66.164 -> DST: 10.0.0.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:39] PROTOCOL: UDP | LAYER: Transport | SRC: 234.13.155.248 -> DST: 10.0.0.32 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:40] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.106 -> DST: 10.0.0.4 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:15:42] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.181 -> DST: 10.0.0.35 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:15:44] PROTOCOL: ICMP | LAYER: Network | SRC: 2.112.127.149 -> DST: 10.0.0.17 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:45] PROTOCOL: HTTPS | LAYER: Application | SRC: 231.222.52.252 -> DST: 10.0.0.46 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:47] PROTOCOL: ICMP | LAYER: Network | SRC: 80.122.63.114 -> DST: 10.0.0.22 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:48] PROTOCOL: HTTP | LAYER: Application | SRC: 81.164.88.144 -> DST: 10.0.0.46 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:50] PROTOCOL: UDP | LAYER: Transport | SRC: 168.184.17.152 -> DST: 10.0.0.24 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:51] PROTOCOL: TCP | LAYER: Transport | SRC: 119.192.216.210 -> DST: 10.0.0.34 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:53] PROTOCOL: HTTPS | LAYER: Application | SRC: 46.59.115.94 -> DST: 10.0.0.13 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:15:54] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.104 -> DST: 10.0.0.36 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:15:56] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.148 -> DST: 10.0.0.23 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 22:15:58] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.102 -> DST: 10.0.0.27 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 22:15:59] PROTOCOL: ICMP | LAYER: Network | SRC: 118.161.194.237 -> DST: 10.0.0.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 22:16:01] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.139 -> DST: 10.0.0.32 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 22:16:03] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.197 -> DST: 10.0.0.18 | ATTACK: SQL Injection | MALICIOUS: True
