SUDO HEX LOG - ANALYSIS SESSION STARTED
Session Start: 2026-03-07 18:03:45
==================================================
[2026-03-07 18:03:45] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 103.35.160.99 -> DST: 192.168.1.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:41:51] PROTOCOL: HTTP | OSI: Layer 6 - Presentation | LAYER: Application | SRC: 91.205.90.214 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:41:55] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 185.154.223.134 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:41:59] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 185.141.112.74 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:42:04] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.237 -> DST: 192.168.1.16 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:08] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 212.111.8.246 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:12] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 185.26.248.62 -> DST: 192.168.1.13 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:16] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 103.239.113.79 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:42:20] PROTOCOL: ICMP | OSI: Layer 6 - Presentation | LAYER: Network | SRC: 103.113.244.75 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:42:24] PROTOCOL: HTTPS | OSI: Layer 7 - Application | LAYER: Application | SRC: 77.168.158.225 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:42:28] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.201 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:32] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 185.188.115.207 -> DST: 192.168.1.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:36] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.9 -> DST: 192.168.1.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:40] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 103.156.235.89 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:42:44] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.195 -> DST: 192.168.1.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:48] PROTOCOL: UDP | OSI: Layer 6 - Presentation | LAYER: Transport | SRC: 103.234.160.167 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:42:52] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 77.255.44.111 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:42:56] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 185.54.125.157 -> DST: 192.168.1.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:00] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 103.81.19.124 -> DST: 192.168.1.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:04] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.252 -> DST: 192.168.1.6 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:08] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.54 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:12] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 212.152.161.94 -> DST: 192.168.1.1 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:16] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.66 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:20] PROTOCOL: TCP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 91.137.234.92 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:43:24] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.210 -> DST: 192.168.1.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:28] PROTOCOL: TCP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 91.103.214.254 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:43:32] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.83 -> DST: 192.168.1.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:36] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 212.121.162.165 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:43:40] PROTOCOL: ICMP | OSI: Layer 6 - Presentation | LAYER: Network | SRC: 185.62.141.252 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:43:45] PROTOCOL: HTTPS | OSI: Layer 5 - Session | LAYER: Application | SRC: 91.234.136.153 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:43:49] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 77.107.226.183 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:53] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.70 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:43:57] PROTOCOL: UDP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 185.15.213.209 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:44:01] PROTOCOL: UDP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 91.67.42.145 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:44:05] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.3 -> DST: 192.168.1.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:56:11] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.146 -> DST: 192.168.1.16 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:56:15] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.55 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:56:19] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 103.15.97.177 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:56:23] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 212.60.135.220 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:56:27] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 103.234.35.209 -> DST: 192.168.1.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:56:31] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 77.154.166.154 -> DST: 192.168.1.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:56:35] PROTOCOL: HTTP | OSI: Layer 7 - Application | LAYER: Application | SRC: 103.184.60.126 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:56:39] PROTOCOL: HTTP | OSI: Layer 7 - Application | LAYER: Application | SRC: 103.111.35.116 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:56:43] PROTOCOL: HTTPS | OSI: Layer 6 - Presentation | LAYER: Application | SRC: 185.226.76.150 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
